"Indicador";"Periodo";"Valor";"Categoría 1";"Categoría 1-Valor";"Categoría 2";"Categoría 2-Valor";"Categoría 3";"Categoría 3-Valor";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2013";"20.6";"Sexo y grupos de edad";"15-19";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2013";"23.4";"Sexo y grupos de edad";"Mujeres";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2013";"18.2";"Sexo y grupos de edad";"Hombres";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2007";"21.1";"Sexo y grupos de edad";"Total";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2007";"21.7";"Sexo y grupos de edad";"25-29";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2007";"20.8";"Sexo y grupos de edad";"20-24";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2007";"20.5";"Sexo y grupos de edad";"15-19";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2007";"23.3";"Sexo y grupos de edad";"Mujeres";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2007";"19";"Sexo y grupos de edad";"Hombres";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2002";"22.9";"Sexo y grupos de edad";"Total";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2002";"22.7";"Sexo y grupos de edad";"25-29";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2002";"23.4";"Sexo y grupos de edad";"20-24";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2002";"22.7";"Sexo y grupos de edad";"15-19";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2002";"25.3";"Sexo y grupos de edad";"Mujeres";"";"";"";"";
"Prevalencia de problemas crónicos de salud por sexo y grupos de edad";"2002";"20.7";"Sexo y grupos de edad";"Hombres";"";"";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2023";"18.9";"Sexo y 3 grupos de edad";"Total";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2023";"17.7";"Sexo y 3 grupos de edad";"25-29 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2023";"18.6";"Sexo y 3 grupos de edad";"20-24 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2023";"20.2";"Sexo y 3 grupos de edad";"15-19 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2023";"25.6";"Sexo y 3 grupos de edad";"Mujeres";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2023";"12.4";"Sexo y 3 grupos de edad";"Hombres";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2018";"8.3";"Sexo y 3 grupos de edad";"Total";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2018";"9.6";"Sexo y 3 grupos de edad";"25-29 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2018";"7.4";"Sexo y 3 grupos de edad";"20-24 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2018";"8.2";"Sexo y 3 grupos de edad";"15-19 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2018";"11.4";"Sexo y 3 grupos de edad";"Mujeres";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2018";"5.1";"Sexo y 3 grupos de edad";"Hombres";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2013";"13.7";"Sexo y 3 grupos de edad";"Total";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2013";"13.1";"Sexo y 3 grupos de edad";"25-29 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2013";"16";"Sexo y 3 grupos de edad";"20-24 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2013";"11.6";"Sexo y 3 grupos de edad";"15-19 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2013";"18.7";"Sexo y 3 grupos de edad";"Mujeres";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2013";"9";"Sexo y 3 grupos de edad";"Hombres";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2007";"12.5";"Sexo y 3 grupos de edad";"Total";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2007";"13.5";"Sexo y 3 grupos de edad";"25-29 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2007";"11.7";"Sexo y 3 grupos de edad";"20-24 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2007";"11.5";"Sexo y 3 grupos de edad";"15-19 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2007";"17.6";"Sexo y 3 grupos de edad";"Mujeres";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2007";"7.6";"Sexo y 3 grupos de edad";"Hombres";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2002";"12.2";"Sexo y 3 grupos de edad";"Total";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2002";"13.4";"Sexo y 3 grupos de edad";"25-29 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2002";"11.5";"Sexo y 3 grupos de edad";"20-24 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2002";"11.1";"Sexo y 3 grupos de edad";"15-19 años";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2002";"14.9";"Sexo y 3 grupos de edad";"Mujeres";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Prevalencia de síntomas de ansiedad y depresión entre jóvenes de 15 a 29 años por sexo y grupos de edad";"2002";"9.8";"Sexo y 3 grupos de edad";"Hombres";"Síntomas de ansiedad y depresión";"Síntomas de ansiedad y depresión";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2023";"7.2";"Sexo, edad y TTHH";"Total";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2023";"7.2";"Sexo, edad y TTHH";"Gipuzkoa";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2023";"7.2";"Sexo, edad y TTHH";"Bizkaia";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2023";"7.2";"Sexo, edad y TTHH";"Álava";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2023";"7.1";"Sexo, edad y TTHH";"25-29 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2023";"7";"Sexo, edad y TTHH";"20-24 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2023";"7.4";"Sexo, edad y TTHH";"15-19 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2023";"7";"Sexo, edad y TTHH";"Mujeres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2023";"7.4";"Sexo, edad y TTHH";"Hombres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2022";"7.8";"Sexo, edad y TTHH";"Total";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2022";"7.8";"Sexo, edad y TTHH";"Gipuzkoa";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2022";"7.8";"Sexo, edad y TTHH";"Bizkaia";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2022";"7.9";"Sexo, edad y TTHH";"Álava";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2022";"7.7";"Sexo, edad y TTHH";"25-29 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2022";"7.7";"Sexo, edad y TTHH";"20-24 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2022";"8.1";"Sexo, edad y TTHH";"15-19 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2022";"7.8";"Sexo, edad y TTHH";"Mujeres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2022";"7.9";"Sexo, edad y TTHH";"Hombres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2021";"8.2";"Sexo, edad y TTHH";"Total";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2021";"8.2";"Sexo, edad y TTHH";"Gipuzkoa";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2021";"8.2";"Sexo, edad y TTHH";"Bizkaia";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2021";"8.1";"Sexo, edad y TTHH";"Álava";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2021";"8";"Sexo, edad y TTHH";"25-29 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2021";"8.1";"Sexo, edad y TTHH";"20-24 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2021";"8.4";"Sexo, edad y TTHH";"15-19 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2021";"8.1";"Sexo, edad y TTHH";"Mujeres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2021";"8.2";"Sexo, edad y TTHH";"Hombres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2020";"8.5";"Sexo, edad y TTHH";"Total";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2020";"8.5";"Sexo, edad y TTHH";"Gipuzkoa";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2020";"8.5";"Sexo, edad y TTHH";"Bizkaia";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2020";"8.4";"Sexo, edad y TTHH";"Álava";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2020";"8.4";"Sexo, edad y TTHH";"25-29 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2020";"8.4";"Sexo, edad y TTHH";"20-24 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2020";"8.7";"Sexo, edad y TTHH";"15-19 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2020";"8.5";"Sexo, edad y TTHH";"Mujeres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2020";"8.5";"Sexo, edad y TTHH";"Hombres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2019";"8.6";"Sexo, edad y TTHH";"Total";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2019";"8.7";"Sexo, edad y TTHH";"Gipuzkoa";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2019";"8.6";"Sexo, edad y TTHH";"Bizkaia";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2019";"8.5";"Sexo, edad y TTHH";"Álava";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2019";"8.6";"Sexo, edad y TTHH";"25-29 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2019";"8.5";"Sexo, edad y TTHH";"20-24 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2019";"8.8";"Sexo, edad y TTHH";"15-19 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2019";"8.6";"Sexo, edad y TTHH";"Mujeres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2019";"8.7";"Sexo, edad y TTHH";"Hombres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2018";"8.7";"Sexo, edad y TTHH";"Total";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2018";"8.8";"Sexo, edad y TTHH";"Gipuzkoa";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2018";"8.7";"Sexo, edad y TTHH";"Bizkaia";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2018";"8.6";"Sexo, edad y TTHH";"Álava";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2018";"8.5";"Sexo, edad y TTHH";"25-29 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2018";"8.7";"Sexo, edad y TTHH";"20-24 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2018";"8.9";"Sexo, edad y TTHH";"15-19 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2018";"8.8";"Sexo, edad y TTHH";"Mujeres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2018";"8.7";"Sexo, edad y TTHH";"Hombres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2017";"8.7";"Sexo, edad y TTHH";"Total";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2017";"8.8";"Sexo, edad y TTHH";"Gipuzkoa";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2017";"8.7";"Sexo, edad y TTHH";"Bizkaia";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2017";"8.7";"Sexo, edad y TTHH";"Álava";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2017";"8.6";"Sexo, edad y TTHH";"25-29 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2017";"8.7";"Sexo, edad y TTHH";"20-24 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2017";"8.9";"Sexo, edad y TTHH";"15-19 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2017";"8.8";"Sexo, edad y TTHH";"Mujeres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2017";"8.7";"Sexo, edad y TTHH";"Hombres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2016";"8.8";"Sexo, edad y TTHH";"Total";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2016";"8.8";"Sexo, edad y TTHH";"Gipuzkoa";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2016";"8.8";"Sexo, edad y TTHH";"Bizkaia";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2016";"8.7";"Sexo, edad y TTHH";"Álava";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2016";"8.7";"Sexo, edad y TTHH";"25-29 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2016";"8.8";"Sexo, edad y TTHH";"20-24 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2016";"9";"Sexo, edad y TTHH";"15-19 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2016";"8.8";"Sexo, edad y TTHH";"Mujeres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2016";"8.8";"Sexo, edad y TTHH";"Hombres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2015";"8.8";"Sexo, edad y TTHH";"Total";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2015";"8.8";"Sexo, edad y TTHH";"Gipuzkoa";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2015";"8.8";"Sexo, edad y TTHH";"Bizkaia";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2015";"8.6";"Sexo, edad y TTHH";"Álava";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2015";"8.7";"Sexo, edad y TTHH";"25-29 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2015";"8.8";"Sexo, edad y TTHH";"20-24 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2015";"8.8";"Sexo, edad y TTHH";"15-19 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2015";"8.8";"Sexo, edad y TTHH";"Mujeres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2015";"8.8";"Sexo, edad y TTHH";"Hombres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2014";"8.8";"Sexo, edad y TTHH";"Total";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2014";"8.8";"Sexo, edad y TTHH";"Gipuzkoa";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2014";"8.8";"Sexo, edad y TTHH";"Bizkaia";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2014";"8.7";"Sexo, edad y TTHH";"Álava";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2014";"8.7";"Sexo, edad y TTHH";"25-29 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2014";"8.8";"Sexo, edad y TTHH";"20-24 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2014";"8.9";"Sexo, edad y TTHH";"15-19 años";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2014";"8.8";"Sexo, edad y TTHH";"Mujeres";"";"";"";"";
"Satisfacción con la salud de la juventud de 15 a 29 años por sexo, edad y TTHH";"2014";"8.7";"Sexo, edad y TTHH";"Hombres";"";"";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2021";"5.1";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2021";"3.4";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2021";"5.6";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2021";"7.4";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2020";"4.9";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2020";"3";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2020";"6.5";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2020";"4";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2019";"4";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2019";"2.9";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2019";"4.8";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2019";"3.9";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2018";"5.1";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2018";"3.8";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2018";"5.5";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2018";"7.2";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2017";"5.4";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2017";"6.9";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2017";"4.1";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2017";"6.5";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2016";"6.7";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2016";"5.4";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2016";"7.5";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2016";"7.2";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2015";"6.7";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
